cluster,keyword,volume,kd,cpc_usd,traffic_potential,intent_bucket,ahrefs_intents,serp_features,growth_12mo,opportunity,parent_keyword
Definitions / concepts,halal meaning,600,15,0.02,100,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview",6.73,240.6,what is halal
Definitions / concepts,what is halal,250,31,0.02,200,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview",6.04,173.4,what is halal
Definitions / concepts,what is halal food,250,22,0.01,250,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask",9.32,193.2,what is halal food
Definitions / concepts,non halal meaning,100,1,0.00,250,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview",0.0,211.1,what is halal food
Definitions / concepts,halal food meaning,100,23,0.45,300,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",0.0,174.3,what is halal food
Dessert / cake / bakery / cafe,halal cake,1600,35,0.45,8200,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Sitelinks,Thumbnail,Local pack,Video preview",9.18,246.4,swee heng bakery
Dessert / cake / bakery / cafe,halal cafe singapore,1500,26,0.30,3600,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,Video preview",5.16,248.8,halal cafe singapore
Dessert / cake / bakery / cafe,halal cakes singapore,1500,34,0.50,7100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Thumbnail,Video preview",9.22,245.4,birthday cake
Dessert / cake / bakery / cafe,halal cafe,1300,23,0.25,600,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,Video preview",5.18,246.5,halal cafe
Dessert / cake / bakery / cafe,halal bakery singapore,1000,47,0.45,6400,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Discussions,Video preview",8.7,200.8,swee heng bakery
Dessert / cake / bakery / cafe,halal bakery,800,41,0.45,1900,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Thumbnail,Video preview,Bottom ads",6.49,187.1,halal cakes singapore
Dessert / cake / bakery / cafe,halal cafe near me,800,8,0.20,1500,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,Discussions,Video preview",11.75,269.7,halal cafe near me
Dessert / cake / bakery / cafe,halal cakes,800,37,0.45,5700,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Video preview,Sitelinks",9.38,229.4,halal cakes singapore
Dessert / cake / bakery / cafe,halal cake shop singapore,700,45,0.40,6500,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Image pack",4.24,207.6,halal cakes singapore
Dessert / cake / bakery / cafe,halal birthday cake,500,41,0.45,5700,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","AI Overview,Thumbnail,Local pack,Sitelinks,Bottom ads,Video preview",7.79,216.8,halal cakes singapore
Dessert / cake / bakery / cafe,halal cake singapore,500,22,0.50,6100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Bottom ads,Video preview",9.03,278.9,cake delivery singapore
Dessert / cake / bakery / cafe,halal mooncake,450,0,0.15,250,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",People also ask,1.6,266.3,halal mooncake
Dessert / cake / bakery / cafe,halal cake shop,450,28,0.40,7100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","AI Overview,Thumbnail,Local pack",-1.0,264.7,birthday cake
Dessert / cake / bakery / cafe,halal dessert near me,450,0,0.30,300,Transactional/Local,"Commercial,Non-branded,Local","Local pack,Thumbnail,Video preview",12.53,266.3,halal dessert near me
Dessert / cake / bakery / cafe,halal cupcakes singapore,450,52,0.40,4800,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,6.46,178.3,butter studio
Dessert / cake / bakery / cafe,halal birthday cake singapore,450,41,0.50,3400,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Thumbnail,11.0,202.8,swee heng bakery
Dessert / cake / bakery / cafe,halal cafes,400,17,0.25,1300,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,5.59,238.4,halal cafe near me
Dessert / cake / bakery / cafe,halal cookies singapore,400,8,0.45,150,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,5.16,242.3,halal cookies singapore
Dessert / cake / bakery / cafe,halal chocolate singapore,400,0,0.20,350,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","People also ask,Local pack,Image pack",6.94,261.3,halal chocolate singapore
Dessert / cake / bakery / cafe,halal cake delivery singapore,400,9,0.50,700,Transactional/Local,"Commercial,Transactional,Non-branded,Local","Local pack,People also ask",2.19,239.9,halal cake delivery singapore
Dessert / cake / bakery / cafe,halal cake shop near me,350,57,0.40,5100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,11.03,164.2,swee heng
Dessert / cake / bakery / cafe,halal bakery near me,350,47,0.40,5100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask",10.79,195.2,swee heng
Dessert / cake / bakery / cafe,halal cookies,350,0,0.35,350,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Discussions,Knowledge panel",9.5,255.6,halal cookies singapore
Dessert / cake / bakery / cafe,halal dessert,350,26,0.45,250,Commercial,"Informational,Commercial,Non-branded,Non-local","Local pack,Image pack,People also ask",6.81,195.2,halal dessert near me
Dessert / cake / bakery / cafe,halal cupcakes,300,39,0.40,1500,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,1.85,185.9,cupcakes singapore
Dessert / cake / bakery / cafe,halal chocolate,300,0,0.15,400,Commercial,"Informational,Commercial,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Discussions,Local pack",6.19,249.1,halal chocolate singapore
Dessert / cake / bakery / cafe,halal dessert singapore,300,0,0.50,7000,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,Sitelinks",5.27,354.5,all things delicious
Dessert / cake / bakery / cafe,halal mooncake singapore,250,3,0.09,150,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","People also ask,Image pack",0.4,234.9,halal mooncake
Dessert / cake / bakery / cafe,halal cafes singapore,200,1,0.15,300,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,6.28,230.1,halal food in the east
Dessert / cake / bakery / cafe,halal ice cream singapore,200,0,0.45,150,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask",0.72,232.2,halal ice cream
Dessert / cake / bakery / cafe,halal cafes in singapore,200,11,0.15,1500,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,259.3,halal cafe near me
Dessert / cake / bakery / cafe,halal ice cream,200,0,0.35,30,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Image pack,Video preview",7.3,232.2,is haagen dazs halal
Dessert / cake / bakery / cafe,halal cny cookies,200,7,0.50,900,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","AI Overview,Thumbnail,Local pack",0.0,249.3,halal cookies singapore
Dessert / cake / bakery / cafe,halal cake near me,200,5,0.30,8200,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,0.0,345.0,swee heng bakery
Dessert / cake / bakery / cafe,royce chocolate halal,150,0,0.00,200,Commercial,"Informational,Commercial,Branded,Local","People also ask,Local pack",0.0,220.4,is royce chocolate halal
Dessert / cake / bakery / cafe,coffee bean halal,150,0,0.60,50,Commercial,"Informational,Commercial,Branded,Local","People also ask,Local pack",0.0,220.4,is coffee bean halal
Dessert / cake / bakery / cafe,halal cheesecake,150,0,0.25,80,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Video preview",0.0,220.4,halal cheesecake
Dessert / cake / bakery / cafe,fnp cakes halal,150,0,0.00,0,Other,,,0.0,220.4,
Dessert / cake / bakery / cafe,halal pastry singapore,150,53,0.40,200,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,114.2,halal bakery singapore
Dessert / cake / bakery / cafe,halal cafe in singapore,150,23,0.15,1300,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,223.0,halal cafe near me
Dessert / cake / bakery / cafe,cake halal,150,17,0.10,6100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask,Image pack,Bottom ads,Paid sitelinks",0.0,294.7,cake delivery singapore
Dessert / cake / bakery / cafe,best halal cakes singapore,150,5,0.40,450,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Sitelinks,Discussions",0.0,226.3,halal cakes singapore
Dessert / cake / bakery / cafe,halal cake delivery singapore same day,150,48,0.60,450,Transactional/Local,"Commercial,Transactional,Non-branded,Local",Local pack,0.0,133.6,halal customised cake singapore
Dessert / cake / bakery / cafe,halal customised cake singapore,150,35,0.20,500,Transactional/Local,"Commercial,Transactional,Non-branded,Local","Local pack,Image pack",0.0,164.7,halal customised cake singapore
Dessert / cake / bakery / cafe,halal birthday cake delivery singapore,150,44,0.50,1400,Transactional/Local,"Commercial,Transactional,Non-branded,Local",Local pack,0.0,171.1,halal cake
Dessert / cake / bakery / cafe,halal brownies singapore,150,0,0.25,100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Discussions",0.0,220.4,halal brownies singapore
Dessert / cake / bakery / cafe,halal cake shops,150,40,0.20,5700,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","AI Overview,Local pack,People also ask",0.0,220.0,halal cakes singapore
Dessert / cake / bakery / cafe,halal bubble tea,150,0,0.50,60,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Thumbnail,People also ask,Discussions,Local pack,Sitelinks",0.0,220.4,bubble tea halal
Dessert / cake / bakery / cafe,birthday cake halal,150,53,0.20,600,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Discussions,0.0,129.1,halal cake delivery singapore
Dessert / cake / bakery / cafe,halal cakes near me,150,31,0.30,1300,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,0.0,202.5,halal cakes singapore
Dessert / cake / bakery / cafe,the cake shop halal,150,41,0.25,70,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","People also ask,Local pack",0.0,138.3,the cake shop halal
Dessert / cake / bakery / cafe,halal ice cream near me,150,0,0.60,50,Transactional/Local,"Commercial,Non-branded,Local","Local pack,People also ask",0.0,220.4,halal ice cream near me
Dessert / cake / bakery / cafe,bens cookies halal,100,0,0.00,0,Other,,,0.0,204.1,
Dessert / cake / bakery / cafe,halal cake delivery,100,43,0.80,500,Transactional/Local,"Commercial,Transactional,Non-branded,Local",Local pack,0.0,147.1,halal customised cake singapore
Dessert / cake / bakery / cafe,halal cafes near me,100,9,0.20,1200,Transactional/Local,"Informational,Commercial,Non-branded,Local",Local pack,0.0,255.7,halal cafe near me
Dessert / cake / bakery / cafe,halal brownies,100,0,0.20,100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Video preview",0.0,204.1,halal brownies singapore
Dessert / cake / bakery / cafe,halal chocolate cake,100,2,0.30,70,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Image pack,People also ask,Discussions,Bottom ads,Paid sitelinks",0.0,200.4,chocolate cake singapore
Dessert / cake / bakery / cafe,mini cupcakes singapore halal,100,40,0.10,200,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask",0.0,129.9,halal cupcakes singapore
Dessert / cake / bakery / cafe,cupcakes halal,100,40,0.10,1500,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,0.0,183.3,cupcakes singapore
Dessert / cake / bakery / cafe,halal churros,100,0,0.25,0,Other,,,0.0,204.1,
Dessert / cake / bakery / cafe,halal cupcake,100,43,0.10,1100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Image pack,Local pack,People also ask",0.0,167.4,cupcakes singapore
Dessert / cake / bakery / cafe,edith patisserie halal,100,0,0.20,60,Transactional/Local,"Informational,Commercial,Transactional,Branded,Local","AI Overview,Thumbnail,Top ads,People also ask,Local pack,Bottom ads,Paid sitelinks",0.0,204.1,edith patisserie halal
Dessert / cake / bakery / cafe,lele bakery halal,100,0,0.45,0,Other,,,0.0,204.1,
Dessert / cake / bakery / cafe,halal birthday cakes,100,37,0.00,6100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Thumbnail,Sitelinks,Local pack,Discussions,People also ask",0.0,231.3,cake delivery singapore
Dessert / cake / bakery / cafe,oriental kopi halal,100,0,0.00,40,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","People also ask,Image pack,Local pack,Discussions",0.0,204.1,oriental kopi halal
Dessert / cake / bakery / cafe,halal mooncake 2025,100,0,0.00,0,Other,,,0.0,204.1,
Dessert / cake / bakery / cafe,halal birthday cakes singapore,100,56,0.50,600,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,0.0,122.3,halal cake delivery singapore
Dessert / cake / bakery / cafe,halal churros singapore,100,11,0.20,200,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask,Bottom ads,Paid sitelinks",0.0,183.7,churros singapore
Dessert / cake / bakery / cafe,oriental kopi singapore halal,100,0,0.00,0,Other,,,0.0,204.1,
Dessert / cake / bakery / cafe,halal eggless cake singapore,100,48,0.35,50,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Sitelinks,Local pack,People also ask",0.0,115.1,halal eggless cake singapore
Dessert / cake / bakery / cafe,halal cheesecake delivery,90,0,0.00,0,Transactional/Local,,,0.0,200.0,
Dessert / cake / bakery / cafe,halal bubble tea singapore,90,0,0.50,100,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Video preview",0.0,200.0,halal bubble tea
Dessert / cake / bakery / cafe,oriental kopi halal singapore,90,0,0.00,0,Other,,,0.0,200.0,
Dessert / cake / bakery / cafe,halal donuts singapore,90,0,0.15,20,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Thumbnail,People also ask",0.0,200.0,lukumades singapore
Dessert / cake / bakery / cafe,halal cakes online,90,62,0.35,5300,Transactional/Local,"Commercial,Transactional,Non-branded,Non-local",,0.0,149.4,swee heng bakery
Dessert / cake / bakery / cafe,merci chocolate halal,90,0,0.15,50,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Image pack,Video preview,Shopping,Thumbnail",0.0,200.0,is merci chocolate halal
